ID,averageAge,sex,averageTime,averageRank,weightedAppearance,yearsOfParticipation,yearsSinceLastParticipation
26639,45.0,1,15665.0,1339.0,8,2,2
26640,37.0,1,12888.0,245.0,4,1,3
26641,27.0,1,12645.0,203.0,4,1,3
26642,63.0,1,17106.0,1894.0,4,1,3
26643,27.0,0,16430.0,1601.0,4,1,3
26644,46.0,1,12776.0,229.0,4,1,3
26645,35.0,0,19367.0,2713.0,4,1,3
26646,37.0,1,16177.0,1466.0,4,1,3
26647,15.0,1,17496.0,2040.0,8,2,2
26648,32.0,1,15076.0,986.0,4,1,3
26649,31.0,1,10985.0,38.0,4,1,3
26650,28.0,1,20761.0,3115.0,4,1,3
26651,55.0,1,17129.0,1903.0,4,1,3
26652,52.0,0,19238.0,2661.0,4,1,3
26653,30.0,0,19583.0,2782.0,4,1,3
26654,49.0,1,16617.0,1678.0,4,1,3
26655,39.0,1,12967.0,267.0,4,1,3
26656,46.0,0,19024.0,2604.0,4,1,3
26657,27.0,1,21318.0,3214.0,4,1,3
26658,55.0,0,19251.0,2670.0,4,1,3
26659,20.0,1,20167.0,2963.0,4,1,3
26660,24.0,1,13296.0,343.0,4,1,3
26661,35.0,0,15775.0,1356.0,8,2,2
26662,44.0,0,21657.0,3281.0,4,1,3
26663,45.0,1,21241.0,3202.0,4,1,3
26664,39.0,1,16159.0,1456.0,4,1,3
26665,32.0,1,18756.0,2530.0,4,1,3
26666,25.0,1,16089.0,1410.0,4,1,3
26667,41.0,1,15002.0,960.0,4,1,3
26668,36.0,1,12889.0,246.0,4,1,3
26669,25.0,1,16653.0,1694.0,4,1,3
26670,40.0,1,16539.0,1645.0,4,1,3
26671,34.0,1,18361.0,2409.0,4,1,3
26672,25.0,1,18838.0,2551.0,4,1,3
26673,27.0,1,15161.0,1013.0,4,1,3
26674,42.0,1,16685.0,1706.0,4,1,3
26675,35.0,1,8502.0,2.0,4,1,3
26676,44.0,1,17052.0,1869.0,4,1,3
26677,27.0,1,18649.0,2499.0,4,1,3
26678,34.0,1,13127.0,305.0,4,1,3
26679,26.0,0,16912.0,1821.0,4,1,3
26680,28.0,0,20750.0,3113.0,4,1,3
26681,36.0,1,18701.0,2515.0,4,1,3
26682,50.0,1,15426.0,1128.0,4,1,3
26683,45.0,1,23708.0,3511.0,4,1,3
26684,50.0,1,19259.0,2673.0,4,1,3
26685,42.0,1,15078.0,987.0,4,1,3
26686,24.0,1,15513.0,1169.0,4,1,3
26687,42.0,1,17863.0,2221.0,4,1,3
26688,45.0,1,18315.0,2390.0,4,1,3
26689,40.0,0,14960.0,936.0,4,1,3
26690,39.0,1,20472.0,3053.0,4,1,3
26691,61.0,0,17736.0,2176.0,4,1,3
26692,40.0,1,14645.0,809.0,4,1,3
26693,39.0,1,14250.0,660.0,4,1,3
26694,29.0,1,13572.0,423.0,4,1,3
26695,21.0,1,17241.0,1961.0,4,1,3
26696,43.0,1,11348.0,56.0,4,1,3
26697,43.0,1,14794.0,865.0,4,1,3
26698,49.0,1,10703.0,24.0,4,1,3
26699,48.0,1,18011.0,2285.0,4,1,3
26700,24.0,1,22572.0,3415.0,4,1,3
26701,50.0,1,15595.0,1211.0,4,1,3
26702,37.0,1,18627.0,2493.0,4,1,3
26703,41.0,1,17334.0,2002.0,4,1,3
26704,34.0,1,13594.0,484.0,8,2,2
26705,36.0,1,24575.0,3534.0,4,1,3
26706,49.0,1,15496.0,1201.0,8,2,2
26707,29.0,1,14729.0,834.0,4,1,3
26708,63.0,0,16550.0,1652.0,4,1,3
26709,40.0,1,20676.0,3103.0,4,1,3
26710,40.0,1,13579.0,427.0,4,1,3
26711,44.0,1,19090.0,2621.0,4,1,3
26712,50.0,1,14241.0,654.0,4,1,3
26713,36.0,1,14815.0,874.0,4,1,3
26714,43.0,1,13892.0,534.0,4,1,3
26715,29.0,0,15787.0,1272.0,4,1,3
26716,35.0,1,15042.0,970.0,4,1,3
26717,54.0,0,22252.0,2988.0,8,2,2
26718,49.0,1,21224.0,3195.0,4,1,3
26719,39.0,1,18100.0,2320.0,4,1,3
26720,38.0,1,17342.0,2009.0,4,1,3
26721,26.0,1,16193.0,1474.0,4,1,3
26722,34.0,0,17744.0,2179.0,4,1,3
26723,46.0,1,15384.0,1162.0,8,2,2
26724,42.0,1,16298.0,1523.0,4,1,3
26725,35.0,1,18031.0,2294.0,4,1,3
26726,19.0,0,15358.0,1100.0,4,1,3
26727,46.0,0,17729.0,2173.0,4,1,3
26728,29.0,1,22406.0,3395.0,4,1,3
26729,36.0,1,14230.0,650.0,4,1,3
26730,31.0,1,20641.0,2801.0,8,2,2
26731,35.0,0,16463.0,1615.0,4,1,3
26732,49.0,1,21867.0,3311.0,4,1,3
26733,48.0,1,16919.0,1827.0,4,1,3
26734,29.0,1,18822.0,2547.0,4,1,3
26735,37.0,1,22535.0,3411.0,4,1,3
26736,40.0,0,13000.0,278.0,4,1,3
26737,38.0,1,16841.0,1778.0,4,1,3
26738,44.0,1,14084.0,600.0,4,1,3
26739,45.0,0,21865.0,3309.0,4,1,3
26740,45.0,1,15437.0,1132.0,4,1,3
26741,50.0,1,16669.0,1699.0,4,1,3
26742,46.0,1,17458.0,2054.0,4,1,3
26743,34.0,0,21251.0,3203.0,4,1,3
26744,27.0,1,16401.0,1578.0,4,1,3
26745,39.0,1,14695.0,898.0,8,2,2
26746,40.0,0,21867.0,3311.0,4,1,3
26747,55.0,1,21393.0,3228.0,4,1,3
26748,39.0,1,15584.0,1204.0,4,1,3
26749,66.0,1,14821.0,876.0,4,1,3
26750,41.0,0,18817.0,2546.0,4,1,3
26751,33.0,1,17374.0,2021.0,4,1,3
26752,37.0,1,16089.0,1410.0,4,1,3
26753,26.0,1,17505.0,2077.0,4,1,3
26754,22.0,0,15456.0,1146.0,4,1,3
26755,35.0,0,17441.0,2004.0,8,2,2
26756,34.0,0,17478.0,2063.0,4,1,3
26757,25.0,1,16226.0,1484.0,4,1,3
26758,50.0,1,14003.0,566.0,4,1,3
26759,50.0,1,17411.0,2033.0,4,1,3
26760,52.0,1,11899.0,102.0,4,1,3
26761,44.0,1,15200.0,1036.0,4,1,3
26762,27.0,0,18160.0,2341.0,4,1,3
26763,30.0,0,14950.0,934.0,4,1,3
26764,27.0,0,16867.0,1793.0,4,1,3
26765,57.0,1,17551.0,2102.0,4,1,3
26766,27.0,0,21659.0,3282.0,4,1,3
26767,64.0,1,17777.0,2189.0,4,1,3
26768,34.0,1,10526.0,21.0,4,1,3
26769,28.0,1,17098.0,1889.0,4,1,3
26770,51.0,1,16242.0,1493.0,4,1,3
26771,50.0,1,21642.0,3279.0,4,1,3
26772,32.0,0,19154.0,2636.0,4,1,3
26773,26.0,1,17192.0,1929.0,4,1,3
26774,52.0,1,16678.0,1701.0,4,1,3
26775,49.0,0,17347.0,2011.0,4,1,3
26776,31.0,1,17034.0,1866.0,4,1,3
26777,43.0,1,19210.0,2653.0,4,1,3
26778,31.0,1,16029.0,1375.0,4,1,3
26779,36.0,0,18082.0,2312.0,4,1,3
26780,47.0,1,12889.0,246.0,4,1,3
26781,46.0,1,12767.0,227.0,4,1,3
26782,30.0,1,12603.0,192.0,4,1,3
26783,43.0,1,19190.0,2649.0,4,1,3
26784,29.0,1,17284.0,1980.0,4,1,3
26785,27.0,0,16440.0,1609.0,4,1,3
26786,38.0,0,16098.0,1417.0,4,1,3
26787,39.0,1,16415.0,1590.0,4,1,3
26788,48.0,1,12161.0,122.0,4,1,3
26789,49.0,1,17588.0,2118.0,4,1,3
26790,49.0,1,17305.0,1991.0,4,1,3
26791,35.0,0,16053.0,1385.0,4,1,3
26792,44.0,0,18321.0,2393.0,4,1,3
26793,35.0,0,18797.0,2542.0,4,1,3
26794,25.0,1,12796.0,233.0,4,1,3
26795,39.0,1,15129.0,1002.0,4,1,3
26796,29.0,1,11088.0,41.0,4,1,3
26797,44.0,1,16580.0,1661.0,4,1,3
26798,44.0,0,16123.0,1433.0,4,1,3
26799,35.0,0,22156.0,3366.0,4,1,3
26800,47.0,0,19652.0,2802.0,4,1,3
26801,24.0,1,11948.0,115.0,8,2,2
26802,38.0,0,20697.0,3105.0,4,1,3
26803,31.0,0,22001.0,3336.0,4,1,3
26804,46.0,1,22990.0,3457.0,4,1,3
26805,30.0,1,16837.0,1774.0,4,1,3
26806,45.0,1,14515.0,769.0,4,1,3
26807,32.0,1,15227.0,1043.0,4,1,3
26808,37.0,1,18886.0,2567.0,4,1,3
26809,41.0,0,19984.0,2899.0,4,1,3
26810,57.0,0,17683.0,2150.0,4,1,3
26811,32.0,1,14703.0,827.0,4,1,3
26812,38.0,1,13460.0,384.0,4,1,3
26813,45.0,0,19354.0,2706.0,4,1,3
26814,41.0,0,15616.0,1217.0,4,1,3
26815,19.0,1,14277.0,676.0,4,1,3
26816,42.0,1,16670.0,1700.0,4,1,3
26817,26.0,0,14862.0,895.0,4,1,3
26818,45.0,1,23806.0,3515.0,4,1,3
26819,39.0,1,18432.0,2431.0,4,1,3
26820,31.0,1,17424.0,2040.0,4,1,3
26821,29.0,1,17492.0,2071.0,4,1,3
26822,36.0,0,23625.0,3508.0,4,1,3
26823,45.0,1,19788.0,2848.0,4,1,3
26824,45.0,1,22845.0,3446.0,4,1,3
26825,42.0,1,17993.0,2277.0,4,1,3
26826,42.0,1,16972.0,1843.0,4,1,3
26827,31.0,0,17765.0,2186.0,4,1,3
26828,46.0,1,16353.0,1550.0,4,1,3
26829,30.0,0,16269.0,1505.0,4,1,3
26830,50.0,0,19767.0,2656.0,8,2,2
26831,46.0,1,13689.0,461.0,4,1,3
26832,44.0,1,15464.0,1151.0,4,1,3
26833,20.0,1,13599.0,433.0,4,1,3
26834,74.0,1,18501.0,2449.0,4,1,3
26835,39.0,0,17240.0,1960.0,4,1,3
26836,32.0,1,15042.0,970.0,4,1,3
26837,29.0,0,13380.0,367.0,4,1,3
26838,39.0,1,23431.0,3496.0,4,1,3
26839,25.0,0,22209.0,3369.0,4,1,3
26840,15.0,0,17103.0,1900.0,8,2,2
26841,47.0,1,16783.0,1756.0,4,1,3
26842,39.0,0,15468.0,1152.0,4,1,3
26843,24.0,1,15309.0,1075.0,4,1,3
26844,51.0,1,15972.0,1420.0,8,2,2
26845,39.0,0,12676.0,213.0,4,1,3
26846,40.0,0,18228.0,2366.0,4,1,3
26847,25.0,0,15621.0,1220.0,4,1,3
26848,31.0,1,18425.0,2429.0,4,1,3
26849,29.0,1,18944.0,2471.0,8,2,2
26850,42.0,1,17847.0,2217.0,4,1,3
26851,31.0,0,15860.0,1304.0,4,1,3
26852,27.0,1,13569.0,422.0,4,1,3
26853,51.0,1,17537.0,2093.0,4,1,3
26854,50.0,1,15583.0,1202.0,4,1,3
26855,33.0,1,21755.0,3295.0,4,1,3
26856,26.0,1,17443.0,2050.0,4,1,3
26857,53.0,1,22323.0,3387.0,4,1,3
26858,20.0,1,11408.0,60.0,4,1,3
26859,41.0,0,20861.0,3136.0,4,1,3
26860,50.0,0,17489.0,2069.0,4,1,3
26861,31.0,1,19680.0,2595.0,8,2,2
26862,33.0,0,14183.0,636.0,4,1,3
26863,43.0,1,13734.0,477.0,4,1,3
26864,45.0,0,21458.0,3243.0,4,1,3
26865,28.0,0,14143.0,625.0,4,1,3
26866,29.0,1,19560.0,2771.0,4,1,3
26867,43.0,1,12613.0,204.0,8,2,3
26868,39.0,1,21183.0,3189.0,4,1,3
26869,31.0,1,16310.0,1531.0,4,1,3
26870,34.0,0,20469.0,3050.0,4,1,3
26871,54.0,1,16482.0,1626.0,4,1,3
26872,30.0,1,15435.0,1129.0,4,1,3
26873,41.0,1,10971.0,35.0,4,1,3
26874,23.0,0,17279.0,1975.0,4,1,3
26875,34.0,1,18207.0,2360.0,4,1,3
26876,35.0,1,19939.0,2886.0,4,1,3
26877,45.0,1,18686.0,2510.0,4,1,3
26878,35.0,0,14645.0,809.0,4,1,3
26879,40.0,1,17927.0,2248.0,4,1,3
26880,38.0,1,15854.0,1299.0,4,1,3
26881,36.0,1,20251.0,2988.0,4,1,3
26882,38.0,1,17922.0,2243.0,4,1,3
26883,36.0,1,14618.0,799.0,4,1,3
26884,50.0,1,14687.0,824.0,4,1,3
26885,32.0,0,21054.0,3171.0,4,1,3
26886,27.0,0,15921.0,1329.0,4,1,3
26887,42.0,1,16948.0,1834.0,4,1,3
26888,25.0,0,15111.0,996.0,4,1,3
26889,41.0,1,14647.0,812.0,4,1,3
26890,39.0,1,15181.0,1024.0,4,1,3
26891,25.0,1,18678.0,2507.0,4,1,3
26892,36.0,1,13978.0,656.0,8,2,2
26893,37.0,0,21485.0,3250.0,4,1,3
26894,37.0,0,16788.0,1760.0,4,1,3
26895,35.0,0,15554.0,1187.0,4,1,3
26896,17.0,0,16958.0,1840.0,4,1,3
26897,29.0,1,10122.0,13.0,4,1,3
26898,33.0,1,17442.0,2046.0,4,1,3
26899,35.0,0,19370.0,2714.0,4,1,3
26900,30.0,0,19878.0,2868.0,4,1,3
26901,26.0,1,14022.0,576.0,4,1,3
26902,21.0,1,23230.0,3476.0,4,1,3
26903,44.0,0,13873.0,525.0,4,1,3
26904,26.0,1,14791.0,862.0,4,1,3
26905,58.0,1,13083.0,296.0,4,1,3
26906,32.0,1,12410.0,160.0,4,1,3
26907,48.0,0,18326.0,2395.0,4,1,3
26908,46.0,1,19174.0,2641.0,4,1,3
26909,24.0,1,19680.0,2809.0,4,1,3
26910,35.0,0,11457.0,67.0,4,1,3
26911,58.0,1,17593.0,2121.0,4,1,3
26912,49.0,1,19902.0,2878.0,4,1,3
26913,22.0,0,22112.0,3359.0,4,1,3
26914,45.0,1,13726.0,476.0,4,1,3
26915,34.0,1,22085.0,3354.0,4,1,3
26916,33.0,1,13170.0,316.0,4,1,3
26917,41.0,1,14310.0,765.0,8,2,2
26918,37.0,1,19441.0,2728.0,4,1,3
26919,33.0,1,16946.0,1833.0,4,1,3
26920,29.0,0,16890.0,1810.0,4,1,3
26921,40.0,1,11784.0,91.0,4,1,3
26922,31.0,1,23457.0,3499.0,4,1,3
26923,24.0,1,20199.0,2975.0,4,1,3
26924,29.0,1,15710.0,1250.0,4,1,3
26925,46.0,1,15121.0,1072.0,8,2,2
26926,48.0,0,20508.0,3063.0,4,1,3
26927,20.0,1,18909.0,2574.0,4,1,3
26928,34.0,1,13132.0,306.0,4,1,3
26929,32.0,1,20064.0,2929.0,4,1,3
26930,27.0,1,17442.0,2046.0,4,1,3
26931,43.0,1,17087.0,1884.0,4,1,3
26932,35.0,0,17916.0,2136.0,8,2,2
26933,36.0,1,13636.0,442.0,4,1,3
26934,44.0,1,12271.0,137.0,4,1,3
26935,33.0,0,17712.0,2163.0,4,1,3
26936,40.0,0,18255.0,2372.0,4,1,3
26937,35.0,1,19268.0,2562.0,8,2,2
26938,30.0,1,15641.0,1226.0,4,1,3
26939,37.0,1,20997.0,3159.0,4,1,3
26940,43.0,1,20818.0,3125.0,4,1,3
26941,48.0,0,14914.0,918.0,4,1,3
26942,25.0,1,13694.0,464.0,4,1,3
26943,41.0,0,15170.0,1019.0,4,1,3
26944,61.0,1,15941.0,1333.0,4,1,3
26945,39.0,0,15577.0,1197.0,4,1,3
26946,31.0,1,15911.0,1325.0,4,1,3
26947,29.0,1,18495.0,2447.0,4,1,3
26948,36.0,1,16139.0,1443.0,4,1,3
26949,48.0,0,15853.0,1298.0,4,1,3
26950,31.0,0,13585.0,428.0,4,1,3
26951,34.0,1,19299.0,2687.0,4,1,3
26952,33.0,0,18212.0,2362.0,4,1,3
26953,54.0,0,18335.0,2400.0,4,1,3
26954,38.0,0,16550.0,1652.0,4,1,3
26955,39.0,1,20537.0,3067.0,4,1,3
26956,40.0,1,13762.0,545.0,8,2,2
26957,38.0,1,17134.0,1906.0,4,1,3
26958,36.0,0,16421.0,1595.0,4,1,3
26959,53.0,1,19248.0,2665.0,4,1,3
26960,37.0,1,20802.0,3122.0,4,1,3
26961,48.0,1,17621.0,2131.0,4,1,3
26962,28.0,0,14268.0,670.0,4,1,3
26963,21.0,0,18965.0,2586.0,4,1,3
26964,20.0,0,14633.0,802.0,4,1,3
26965,29.0,0,14761.0,848.0,4,1,3
26966,29.0,1,18015.0,2288.0,4,1,3
26967,37.0,1,16609.0,1668.0,4,1,3
26968,51.0,1,17855.0,1919.0,8,2,2
26969,44.0,1,14611.0,798.0,4,1,3
26970,40.0,0,15340.0,1090.0,4,1,3
26971,29.0,0,16337.0,1543.0,4,1,3
26972,42.0,0,16388.0,1570.0,4,1,3
26973,34.0,1,15157.0,1012.0,4,1,3
26974,43.0,0,21722.0,3290.0,4,1,3
26975,39.0,0,22081.0,3353.0,4,1,3
26976,39.0,1,17836.0,2137.0,8,2,2
26977,50.0,1,16881.0,1801.0,4,1,3
26978,27.0,0,19277.0,2683.0,4,1,3
26979,31.0,0,13289.0,342.0,4,1,3
26980,40.0,0,15404.0,1118.0,4,1,3
26981,25.0,0,19755.0,2508.0,8,2,2
26982,34.0,1,13638.0,444.0,4,1,3
26983,43.0,1,18023.0,2293.0,4,1,3
26984,25.0,1,17876.0,2224.0,4,1,3
26985,38.0,0,15985.0,1360.0,4,1,3
26986,26.0,0,19761.0,2838.0,4,1,3
26987,26.0,0,21232.0,3200.0,4,1,3
26988,26.0,0,16127.0,1436.0,4,1,3
26989,29.0,0,17876.0,2132.0,8,2,2
26990,24.0,0,20127.0,2945.0,4,1,3
26991,35.0,0,16998.0,1854.0,4,1,3
26992,28.0,1,17481.0,2065.0,4,1,3
26993,51.0,1,13755.0,485.0,4,1,3
26994,42.0,0,14861.0,893.0,4,1,3
26995,36.0,0,15494.0,1160.0,4,1,3
26996,45.0,0,17611.0,2126.0,4,1,3
26997,56.0,1,13418.0,376.0,4,1,3
26998,40.0,1,13711.0,472.0,4,1,3
26999,43.0,1,15897.0,1316.0,4,1,3
27000,33.0,1,12014.0,110.0,4,1,3
27001,36.0,0,14263.0,668.0,4,1,3
27002,47.0,0,13438.0,380.0,4,1,3
27003,44.0,0,14977.0,944.0,4,1,3
27004,45.0,1,20588.0,3083.0,4,1,3
27005,58.0,1,16480.0,1623.0,4,1,3
27006,48.0,1,17991.0,2276.0,4,1,3
27007,42.0,1,17105.0,1893.0,4,1,3
27008,45.0,0,13612.0,437.0,4,1,3
27009,36.0,1,17793.0,1951.0,8,2,2
27010,33.0,0,15763.0,1263.0,4,1,3
27011,28.0,1,21504.0,3254.0,4,1,3
27012,53.0,1,16420.0,1593.0,4,1,3
27013,28.0,0,19429.0,2726.0,4,1,3
27014,25.0,1,13104.0,299.0,4,1,3
27015,28.0,0,14833.0,883.0,4,1,3
27016,30.0,1,14400.0,714.0,4,1,3
27017,29.0,0,12054.0,114.0,4,1,3
27018,25.0,0,19250.0,2669.0,4,1,3
27019,44.0,0,22519.0,3409.0,4,1,3
27020,33.0,0,18177.0,2351.0,4,1,3
27021,36.0,1,11315.0,52.0,4,1,3
27022,44.0,0,18851.0,2554.0,4,1,3
27023,28.0,1,18315.0,2390.0,4,1,3
27024,34.0,1,16866.0,1792.0,4,1,3
27025,38.0,0,14803.0,868.0,4,1,3
27026,39.0,1,13796.0,499.0,4,1,3
27027,36.0,0,17520.0,2087.0,4,1,3
27028,36.0,0,21634.0,3278.0,4,1,3
27029,40.0,1,14990.0,954.0,4,1,3
27030,48.0,0,16315.0,1535.0,4,1,3
27031,44.0,1,18708.0,2520.0,4,1,3
27032,44.0,0,17830.0,2139.0,8,2,2
27033,26.0,0,24857.0,3538.0,4,1,3
27034,48.0,1,19573.0,2778.0,4,1,3
27035,45.0,1,20253.0,2990.0,4,1,3
27036,31.0,0,22927.0,3452.0,4,1,3
27037,46.0,1,17904.0,2146.0,8,2,2
27038,46.0,1,17398.0,2029.0,4,1,3
27039,28.0,0,17263.0,1967.0,4,1,3
27040,50.0,1,20008.0,2911.0,4,1,3
27041,25.0,0,19952.0,2893.0,4,1,3
27042,44.0,1,20103.0,2938.0,4,1,3
27043,46.0,0,17769.0,2188.0,4,1,3
27044,21.0,0,20456.0,3045.0,4,1,3
27045,26.0,1,18311.0,2388.0,4,1,3
27046,32.0,0,14982.0,946.0,4,1,3
27047,38.0,0,18096.0,2317.0,4,1,3
27048,31.0,0,16401.0,1578.0,4,1,3
27049,34.0,0,21477.0,3249.0,4,1,3
27050,40.0,1,15667.0,1235.0,4,1,3
27051,60.0,1,16377.0,1563.0,4,1,3
27052,31.0,1,19672.0,2805.0,4,1,3
27053,28.0,0,20458.0,3047.0,4,1,3
27054,35.0,0,16700.0,1714.0,4,1,3
27055,30.0,1,15571.0,1257.0,8,2,2
27056,42.0,0,16189.0,1472.0,4,1,3
27057,29.0,1,17751.0,2180.0,4,1,3
27058,35.0,1,16874.0,1797.0,4,1,3
27059,39.0,0,20093.0,2935.0,4,1,3
27060,47.0,0,17483.0,2067.0,4,1,3
27061,41.0,1,16004.0,1367.0,4,1,3
27062,52.0,0,16496.0,1630.0,4,1,3
27063,26.0,0,16026.0,1373.0,4,1,3
27064,39.0,1,19296.0,2686.0,4,1,3
27065,40.0,1,17478.0,2063.0,4,1,3
27066,38.0,0,12666.0,206.0,4,1,3
27067,26.0,1,19057.0,2614.0,4,1,3
27068,41.0,1,22438.0,3026.0,8,2,2
27069,57.0,1,18273.0,2378.0,4,1,3
27070,34.0,0,19512.0,2759.0,4,1,3
27071,29.0,0,19584.0,2783.0,4,1,3
27072,29.0,1,20421.0,3037.0,4,1,3
27073,56.0,1,14047.0,589.0,4,1,3
27074,33.0,0,17065.0,1877.0,4,1,3
27075,39.0,1,17375.0,2022.0,4,1,3
27076,37.0,1,14853.0,889.0,4,1,3
27077,41.0,1,23230.0,3476.0,4,1,3
27078,20.0,1,15401.0,1162.0,8,2,2
27079,25.0,1,14239.0,652.0,4,1,3
27080,36.0,1,21618.0,3273.0,4,1,3
27081,42.0,1,21177.0,3187.0,4,1,3
27082,67.0,1,20192.0,2971.0,4,1,3
27083,34.0,1,13222.0,324.0,4,1,3
27084,46.0,1,13835.0,512.0,4,1,3
27085,54.0,1,19566.0,2774.0,4,1,3
27086,56.0,0,18512.0,2328.0,8,2,2
27087,42.0,1,15823.0,1285.0,4,1,3
27088,38.0,1,14384.0,704.0,4,1,3
27089,27.0,1,22090.0,3358.0,4,1,3
27090,50.0,0,20129.0,2947.0,4,1,3
27091,36.0,1,21404.0,3231.0,4,1,3
27092,44.0,0,18015.0,2288.0,4,1,3
27093,58.0,1,16409.0,1582.0,4,1,3
27094,50.0,1,18598.0,2484.0,4,1,3
27095,45.0,1,17559.0,2107.0,4,1,3
27096,42.0,1,17076.0,1878.0,4,1,3
27097,29.0,1,20474.0,3054.0,4,1,3
27098,28.0,1,22033.0,3337.0,4,1,3
27099,28.0,0,20297.0,3003.0,4,1,3
27100,44.0,1,14246.0,658.0,4,1,3
27101,27.0,1,20498.0,3061.0,4,1,3
27102,34.0,0,22775.0,3437.0,4,1,3
27103,42.0,0,17785.0,2196.0,4,1,3
27104,31.0,1,17499.0,2074.0,4,1,3
27105,42.0,0,16840.0,1776.0,4,1,3
27106,34.0,0,23112.0,3469.0,4,1,3
27107,48.0,1,18735.0,2527.0,4,1,3
27108,41.0,0,20808.0,3123.0,4,1,3
27109,44.0,0,15555.0,1188.0,4,1,3
27110,31.0,0,20207.0,2978.0,4,1,3
27111,42.0,1,20174.0,2966.0,4,1,3
27112,27.0,0,20142.0,2952.0,4,1,3
27113,43.0,0,19726.0,2824.0,4,1,3
27114,33.0,1,14030.0,580.0,4,1,3
27115,21.0,0,14293.0,684.0,4,1,3
27116,45.0,1,16538.0,1643.0,4,1,3
27117,39.0,0,24070.0,3525.0,4,1,3
27118,52.0,1,16736.0,1734.0,4,1,3
27119,38.0,0,13830.0,509.0,4,1,3
27120,34.0,1,13283.0,339.0,4,1,3
27121,41.0,1,13147.0,309.0,4,1,3
27122,33.0,0,22147.0,3364.0,4,1,3
27123,34.0,1,15855.0,1300.0,4,1,3
27124,46.0,1,15710.0,1283.0,8,2,2
27125,40.0,0,13621.0,439.0,4,1,3
27126,32.0,0,21041.0,3165.0,4,1,3
27127,48.0,1,21816.0,3301.0,4,1,3
27128,35.0,1,15448.0,1138.0,4,1,3
27129,33.0,1,21799.0,3300.0,4,1,3
27130,42.0,1,13510.0,397.0,4,1,3
27131,31.0,1,16272.0,1506.0,4,1,3
27132,27.0,1,13522.0,403.0,4,1,3
27133,23.0,0,20407.0,3032.0,4,1,3
27134,46.0,0,15974.0,1355.0,4,1,3
27135,43.0,0,16927.0,1828.0,4,1,3
27136,41.0,0,21998.0,3335.0,4,1,3
27137,26.0,1,12021.0,111.0,4,1,3
27138,40.0,1,19037.0,2609.0,4,1,3
27139,33.0,1,19249.0,2667.0,4,1,3
27140,33.0,0,19952.0,2893.0,4,1,3
27141,40.0,1,18710.0,2390.0,8,2,2
27142,50.0,1,14671.0,818.0,4,1,3
27143,35.0,0,15091.0,990.0,4,1,3
27144,24.0,0,17545.0,2096.0,4,1,3
27145,28.0,1,16575.0,1655.0,8,2,2
27146,43.0,0,17335.0,2004.0,4,1,3
27147,21.0,0,14098.0,609.0,4,1,3
27148,51.0,0,22819.0,3444.0,4,1,3
27149,52.0,1,14143.0,625.0,4,1,3
27150,25.0,0,21087.0,3176.0,4,1,3
27151,43.0,1,13559.0,419.0,4,1,3
27152,30.0,1,14256.0,663.0,4,1,3
27153,51.0,1,15856.0,1301.0,4,1,3
27154,31.0,1,15098.0,1095.0,8,2,2
27155,54.0,1,21626.0,3275.0,4,1,3
27156,24.0,1,18126.0,2328.0,4,1,3
27157,27.0,1,9010.0,3.0,4,1,3
27158,45.0,1,21255.0,2766.0,8,2,2
27159,34.0,1,19231.0,2658.0,4,1,3
27160,43.0,1,16856.0,1789.0,4,1,3
27161,50.0,1,14557.0,783.0,4,1,3
27162,41.0,1,15766.0,1265.0,4,1,3
27163,34.0,0,21841.0,3304.0,4,1,3
27164,34.0,1,17247.0,1963.0,4,1,3
27165,38.0,0,16034.0,1438.0,8,2,3
27166,25.0,0,14460.0,739.0,4,1,3
27167,41.0,0,14397.0,783.0,8,2,2
27168,28.0,1,11496.0,71.0,4,1,3
27169,35.0,1,16282.0,1511.0,4,1,3
27170,35.0,0,20480.0,3056.0,4,1,3
27171,31.0,1,16890.0,1810.0,4,1,3
27172,48.0,1,15891.0,1313.0,4,1,3
27173,33.0,0,12215.0,130.0,4,1,3
27174,31.0,0,17265.0,1968.0,4,1,3
27175,35.0,1,17791.0,2122.0,8,2,2
27176,30.0,1,18129.0,2330.0,4,1,3
27177,43.0,0,22399.0,3393.0,4,1,3
27178,35.0,1,15931.0,1330.0,4,1,3
27179,47.0,1,13543.0,413.0,4,1,3
27180,50.0,1,16408.0,1581.0,4,1,3
27181,40.0,0,18881.0,2565.0,4,1,3
27182,33.0,0,13578.0,426.0,4,1,3
27183,46.0,1,16065.0,1393.0,4,1,3
27184,37.0,0,22074.0,3351.0,4,1,3
27185,53.0,1,16695.0,1712.0,4,1,3
27186,37.0,0,17302.0,1989.0,4,1,3
27187,47.0,1,17290.0,1982.0,4,1,3
27188,26.0,0,17090.0,1886.0,4,1,3
27189,51.0,1,14993.0,956.0,4,1,3
27190,42.0,1,18503.0,2450.0,4,1,3
27191,48.0,0,16141.0,1445.0,4,1,3
27192,34.0,1,16364.0,1558.0,4,1,3
27193,54.0,1,13185.0,319.0,4,1,3
27194,27.0,0,13970.0,554.0,4,1,3
27195,30.0,0,18699.0,2513.0,4,1,3
27196,31.0,1,16705.0,1719.0,4,1,3
27197,22.0,1,20652.0,3100.0,4,1,3
27198,37.0,1,19264.0,2678.0,4,1,3
27199,33.0,0,18405.0,2422.0,4,1,3
27200,40.0,1,17051.0,1868.0,4,1,3
27201,31.0,0,18209.0,2361.0,4,1,3
